ID,Entidad,Categoria,Subtipo,TMPI_Score,Tier,Tiempo_Estimado_Cita,Bounty_Por_Cita,Sede,Dominio,Estatus_Dominio,Decisor_Clave,Dork_LinkedIn,Dork_CONDUSEF_SIPRES,Pitch_Asunto,Pitch_Cuerpo
35,Credicapital,SOFIPO,Crédito Pyme e Inversión,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",Puebla / CDMX,credicapital.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Credicapital"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Credicapital""",Reducción de cartera vencida e incidentes de cobro en Credicapital,"Hola [Nombre], en Toku ayudamos a entidades como Credicapital a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
39,Finsocial México,SOFIPO,Crédito Social,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,finsocial.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Finsocial México"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Finsocial México""",Reducción de cartera vencida e incidentes de cobro en Finsocial México,"Hola [Nombre], en Toku ayudamos a entidades como Finsocial México a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
38,ASP Integra Opciones,SOFIPO,Crédito y Arrendamiento,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",Puebla / CDMX,asp.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""ASP Integra Opciones"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""ASP Integra Opciones""",Reducción de cartera vencida e incidentes de cobro en ASP Integra Opciones,"Hola [Nombre], en Toku ayudamos a entidades como ASP Integra Opciones a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
36,Fita Servicios Financieros,SOFIPO,Crédito Regional,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,fita.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Fita Servicios Financieros"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Fita Servicios Financieros""",Reducción de cartera vencida e incidentes de cobro en Fita Servicios Financieros,"Hola [Nombre], en Toku ayudamos a entidades como Fita Servicios Financieros a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
40,Ictineo,SOFIPO,FinTech / Cuentas de Ahorro,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,ictineo.com,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Ictineo"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Ictineo""",Reducción de cartera vencida e incidentes de cobro en Ictineo,"Hola [Nombre], en Toku ayudamos a entidades como Ictineo a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
41,Fincomún,SOFIPO,Servicios Financieros Populares,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,fincomun.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Fincomún"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Fincomún""",Reducción de cartera vencida e incidentes de cobro en Fincomún,"Hola [Nombre], en Toku ayudamos a entidades como Fincomún a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
46,Capital Activo,SOFIPO,Financiamiento Empresarial,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,capitalactivo.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Capital Activo"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Capital Activo""",Reducción de cartera vencida e incidentes de cobro en Capital Activo,"Hola [Nombre], en Toku ayudamos a entidades como Capital Activo a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
52,Grensa,SOFIPO,Financiera Regional,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,grensa.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Grensa"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Grensa""",Reducción de cartera vencida e incidentes de cobro en Grensa,"Hola [Nombre], en Toku ayudamos a entidades como Grensa a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
53,Finnix,SOFIPO,FinTech / Crédito Ágil,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,finnix.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Finnix"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Finnix""",Reducción de cartera vencida e incidentes de cobro en Finnix,"Hola [Nombre], en Toku ayudamos a entidades como Finnix a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
51,FINN-APP México,SOFIPO,Crédito Digital App,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,finnapp.mx,Requiere Verificación DNS,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""FINN-APP México"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""FINN-APP México""",Reducción de cartera vencida e incidentes de cobro en FINN-APP México,"Hola [Nombre], en Toku ayudamos a entidades como FINN-APP México a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
69,Muebles América,Retail Credit,Crédito Muebles / Préstamos,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",Jalisco / CDMX,mueblesamerica.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Muebles América"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Muebles América""",Reducción de cartera vencida e incidentes de cobro en Muebles América,"Hola [Nombre], en Toku ayudamos a entidades como Muebles América a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
43,Multiplica México,SOFIPO,Crédito Productivo,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,multiplica.com.mx,Requiere Verificación DNS,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Multiplica México"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Multiplica México""",Reducción de cartera vencida e incidentes de cobro en Multiplica México,"Hola [Nombre], en Toku ayudamos a entidades como Multiplica México a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
