ID,Entidad,Categoria,Subtipo,TMPI_Score,Tier,Tiempo_Estimado_Cita,Bounty_Por_Cita,Sede,Dominio,Estatus_Dominio,Decisor_Clave,Dork_LinkedIn,Dork_CONDUSEF_SIPRES,Pitch_Asunto,Pitch_Cuerpo
35,Credicapital,SOFIPO,Crédito Pyme e Inversión,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",Puebla / CDMX,credicapital.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Credicapital"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Credicapital""",Reducción de cartera vencida e incidentes de cobro en Credicapital,"Hola [Nombre], en Toku ayudamos a entidades como Credicapital a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
39,Finsocial México,SOFIPO,Crédito Social,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,finsocial.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Finsocial México"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Finsocial México""",Reducción de cartera vencida e incidentes de cobro en Finsocial México,"Hola [Nombre], en Toku ayudamos a entidades como Finsocial México a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
38,ASP Integra Opciones,SOFIPO,Crédito y Arrendamiento,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",Puebla / CDMX,asp.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""ASP Integra Opciones"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""ASP Integra Opciones""",Reducción de cartera vencida e incidentes de cobro en ASP Integra Opciones,"Hola [Nombre], en Toku ayudamos a entidades como ASP Integra Opciones a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
36,Fita Servicios Financieros,SOFIPO,Crédito Regional,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,fita.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Fita Servicios Financieros"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Fita Servicios Financieros""",Reducción de cartera vencida e incidentes de cobro en Fita Servicios Financieros,"Hola [Nombre], en Toku ayudamos a entidades como Fita Servicios Financieros a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
40,Ictineo,SOFIPO,FinTech / Cuentas de Ahorro,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,ictineo.com,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Ictineo"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Ictineo""",Reducción de cartera vencida e incidentes de cobro en Ictineo,"Hola [Nombre], en Toku ayudamos a entidades como Ictineo a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
41,Fincomún,SOFIPO,Servicios Financieros Populares,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,fincomun.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Fincomún"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Fincomún""",Reducción de cartera vencida e incidentes de cobro en Fincomún,"Hola [Nombre], en Toku ayudamos a entidades como Fincomún a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
46,Capital Activo,SOFIPO,Financiamiento Empresarial,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,capitalactivo.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Capital Activo"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Capital Activo""",Reducción de cartera vencida e incidentes de cobro en Capital Activo,"Hola [Nombre], en Toku ayudamos a entidades como Capital Activo a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
52,Grensa,SOFIPO,Financiera Regional,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,grensa.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Grensa"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Grensa""",Reducción de cartera vencida e incidentes de cobro en Grensa,"Hola [Nombre], en Toku ayudamos a entidades como Grensa a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
53,Finnix,SOFIPO,FinTech / Crédito Ágil,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,finnix.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Finnix"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Finnix""",Reducción de cartera vencida e incidentes de cobro en Finnix,"Hola [Nombre], en Toku ayudamos a entidades como Finnix a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
51,FINN-APP México,SOFIPO,Crédito Digital App,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,finnapp.mx,Requiere Verificación DNS,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""FINN-APP México"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""FINN-APP México""",Reducción de cartera vencida e incidentes de cobro en FINN-APP México,"Hola [Nombre], en Toku ayudamos a entidades como FINN-APP México a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
69,Muebles América,Retail Credit,Crédito Muebles / Préstamos,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",Jalisco / CDMX,mueblesamerica.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Muebles América"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Muebles América""",Reducción de cartera vencida e incidentes de cobro en Muebles América,"Hola [Nombre], en Toku ayudamos a entidades como Muebles América a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
43,Multiplica México,SOFIPO,Crédito Productivo,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,multiplica.com.mx,Requiere Verificación DNS,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Multiplica México"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Multiplica México""",Reducción de cartera vencida e incidentes de cobro en Multiplica México,"Hola [Nombre], en Toku ayudamos a entidades como Multiplica México a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
29,DiDi (DiDi Préstamos / Card),SOFIPO,FinTech Crédito al Consumo,84,Tier B (Media),10 a 20 días,"$2,000 USD",CDMX,didi-food.com,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""DiDi (DiDi Préstamos / Card)"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""DiDi (DiDi Préstamos / Card)""",Reducción de cartera vencida e incidentes de cobro en DiDi (DiDi Préstamos / Card),"Hola [Nombre], en Toku ayudamos a entidades como DiDi (DiDi Préstamos / Card) a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
16,Sofipaz,SOFOM,Crédito Popular,84,Tier B (Media),10 a 20 días,"$2,000 USD",Jalisco,sofipaz.com.mx,Requiere Verificación DNS,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Sofipaz"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Sofipaz""",Reducción de cartera vencida e incidentes de cobro en Sofipaz,"Hola [Nombre], en Toku ayudamos a entidades como Sofipaz a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
47,Financiera Monte de Piedad,SOFIPO,Crédito Prendario y Personal,84,Tier B (Media),10 a 20 días,"$2,000 USD",CDMX,montedepiedad.com.mx,Requiere Verificación DNS,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Financiera Monte de Piedad"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Financiera Monte de Piedad""",Reducción de cartera vencida e incidentes de cobro en Financiera Monte de Piedad,"Hola [Nombre], en Toku ayudamos a entidades como Financiera Monte de Piedad a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
70,Milano,Retail Credit,Ropa y Crédito Masivo,82,Tier B (Media),10 a 20 días,"$2,000 USD",CDMX,milano.com,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Milano"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Milano""",Reducción de cartera vencida e incidentes de cobro en Milano,"Hola [Nombre], en Toku ayudamos a entidades como Milano a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
72,DPortenis,Retail Credit,Vales DP / Crédito Calzado,82,Tier B (Media),10 a 20 días,"$2,000 USD",Sinaloa / CDMX,dportenis.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""DPortenis"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""DPortenis""",Reducción de cartera vencida e incidentes de cobro en DPortenis,"Hola [Nombre], en Toku ayudamos a entidades como DPortenis a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
66,Tiendas Quality,Retail Credit,Comercio y Crédito,82,Tier B (Media),10 a 20 días,"$2,000 USD",CDMX,qualitytiendas.com,Requiere Verificación DNS,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Tiendas Quality"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Tiendas Quality""",Reducción de cartera vencida e incidentes de cobro en Tiendas Quality,"Hola [Nombre], en Toku ayudamos a entidades como Tiendas Quality a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
58,Price Shoes,Retail Credit,Venta por Catálogo / Crédito,82,Tier B (Media),10 a 20 días,"$2,000 USD",CDMX,priceshoes.com,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Price Shoes"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Price Shoes""",Reducción de cartera vencida e incidentes de cobro en Price Shoes,"Hola [Nombre], en Toku ayudamos a entidades como Price Shoes a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
59,Bodesa (Crédito el Bodegón),Retail Credit,Muebles y Línea Blanca a Crédito,81,Tier B (Media),10 a 20 días,"$2,000 USD",Colima / Jalisco,elbodegon.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Bodesa (Crédito el Bodegón)"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Bodesa (Crédito el Bodegón)""",Reducción de cartera vencida e incidentes de cobro en Bodesa (Crédito el Bodegón),"Hola [Nombre], en Toku ayudamos a entidades como Bodesa (Crédito el Bodegón) a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
64,Crediland,Retail Credit,Crédito en Muebles y Electrodomésticos,81,Tier B (Media),10 a 20 días,"$2,000 USD",Sinaloa / Sonora,crediland.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Crediland"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Crediland""",Reducción de cartera vencida e incidentes de cobro en Crediland,"Hola [Nombre], en Toku ayudamos a entidades como Crediland a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
71,Mueblería Elizondo,Retail Credit,Crédito Muebles y Línea Blanca,81,Tier B (Media),10 a 20 días,"$2,000 USD",Monterrey,elizondomueblerias.com,Requiere Verificación DNS,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Mueblería Elizondo"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Mueblería Elizondo""",Reducción de cartera vencida e incidentes de cobro en Mueblería Elizondo,"Hola [Nombre], en Toku ayudamos a entidades como Mueblería Elizondo a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
37,Bienestar Préstamo y Ahorro,SOFIPO,Caja Popular Regional,81,Tier B (Media),10 a 20 días,"$2,000 USD",Querétaro,cajabienestar.com.mx,Requiere Verificación DNS,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Bienestar Préstamo y Ahorro"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Bienestar Préstamo y Ahorro""",Reducción de cartera vencida e incidentes de cobro en Bienestar Préstamo y Ahorro,"Hola [Nombre], en Toku ayudamos a entidades como Bienestar Préstamo y Ahorro a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
50,RappiCard México,SOFIPO,Tarjeta de Crédito FinTech,79,Tier B (Media),10 a 20 días,"$2,000 USD",CDMX,rappicard.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""RappiCard México"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""RappiCard México""",Reducción de cartera vencida e incidentes de cobro en RappiCard México,"Hola [Nombre], en Toku ayudamos a entidades como RappiCard México a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
57,Grupo Calzapato,Retail Credit,Vales y Crédito Calzado,76,Tier B (Media),10 a 20 días,"$2,000 USD",Sinaloa,calzapato.com,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Grupo Calzapato"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Grupo Calzapato""",Reducción de cartera vencida e incidentes de cobro en Grupo Calzapato,"Hola [Nombre], en Toku ayudamos a entidades como Grupo Calzapato a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
60,La Marina,Retail Credit,Tiendas Departamentales Regionales,76,Tier B (Media),10 a 20 días,"$2,000 USD",Colima / Jalisco,lamarina.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""La Marina"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""La Marina""",Reducción de cartera vencida e incidentes de cobro en La Marina,"Hola [Nombre], en Toku ayudamos a entidades como La Marina a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
62,Gran Chapur,Retail Credit,Tiendas Departamentales Yucatán,76,Tier B (Media),10 a 20 días,"$2,000 USD",Yucatán,chapur.com.mx,Requiere Verificación DNS,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Gran Chapur"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Gran Chapur""",Reducción de cartera vencida e incidentes de cobro en Gran Chapur,"Hola [Nombre], en Toku ayudamos a entidades como Gran Chapur a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
67,Tiendas Aguirre,Retail Credit,Mueblerías y Crédito Directo,76,Tier B (Media),10 a 20 días,"$2,000 USD",Baja California,muebleriaaguirre.com,Requiere Verificación DNS,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Tiendas Aguirre"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Tiendas Aguirre""",Reducción de cartera vencida e incidentes de cobro en Tiendas Aguirre,"Hola [Nombre], en Toku ayudamos a entidades como Tiendas Aguirre a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
68,Spin by Oxxo,Retail Credit,Wallet y Cuenta Digital Femsa,74,Tier B (Media),10 a 20 días,"$2,000 USD",Monterrey / CDMX,spinbyoxxo.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Spin by Oxxo"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Spin by Oxxo""",Reducción de cartera vencida e incidentes de cobro en Spin by Oxxo,"Hola [Nombre], en Toku ayudamos a entidades como Spin by Oxxo a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
55,El Palacio de Hierro,Retail Credit,Tarjeta Departamental Luxury,68,Tier C (Largo Plazo),30 a 60 días,"$2,000 USD",CDMX,elpalaciodehierro.com,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""El Palacio de Hierro"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""El Palacio de Hierro""",Reducción de cartera vencida e incidentes de cobro en El Palacio de Hierro,"Hola [Nombre], en Toku ayudamos a entidades como El Palacio de Hierro a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
56,Liverpool / Suburbia,Retail Credit,Tarjeta Liverpool / Suburbia,68,Tier C (Largo Plazo),30 a 60 días,"$2,000 USD",CDMX,liverpool.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Liverpool / Suburbia"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Liverpool / Suburbia""",Reducción de cartera vencida e incidentes de cobro en Liverpool / Suburbia,"Hola [Nombre], en Toku ayudamos a entidades como Liverpool / Suburbia a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
54,Coppel,Retail Credit,Crédito Departamental / BanCoppel,68,Tier C (Largo Plazo),30 a 60 días,"$2,000 USD",Sinaloa / CDMX,coppel.com,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Coppel"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Coppel""",Reducción de cartera vencida e incidentes de cobro en Coppel,"Hola [Nombre], en Toku ayudamos a entidades como Coppel a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
63,Grupo Elektra,Retail Credit,Banco Azteca / Abonos Semanales,68,Tier C (Largo Plazo),30 a 60 días,"$2,000 USD",CDMX,elektra.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Grupo Elektra"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Grupo Elektra""",Reducción de cartera vencida e incidentes de cobro en Grupo Elektra,"Hola [Nombre], en Toku ayudamos a entidades como Grupo Elektra a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
65,Falabella México - Soriana,Retail Credit,Tarjeta Falabella Soriana,68,Tier C (Largo Plazo),30 a 60 días,"$2,000 USD",CDMX,falabella.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Falabella México - Soriana"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Falabella México - Soriana""",Reducción de cartera vencida e incidentes de cobro en Falabella México - Soriana,"Hola [Nombre], en Toku ayudamos a entidades como Falabella México - Soriana a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
61,Grupo Sanborns - Sears,Retail Credit,Tarjeta Sears / Crédito Slim,68,Tier C (Largo Plazo),30 a 60 días,"$2,000 USD",CDMX,sears.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Grupo Sanborns - Sears"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Grupo Sanborns - Sears""",Reducción de cartera vencida e incidentes de cobro en Grupo Sanborns - Sears,"Hola [Nombre], en Toku ayudamos a entidades como Grupo Sanborns - Sears a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
